"CalendarYear","exclude","NAICS_Code","naics_text","def2_mismatch","def_obl","US_rcp","def_ratio","OPTAX.display-label","US_pay","US_emp","us_avg_sal","def_cont_count","us_estab","def_hh_index","def_top4","def_top8","def_top12","def_top20","def_top50"
2007,"No","71","Arts, entertainment, and recreation",NA,30509304.894,189416942000,0.000161069567335746,"All establishments",58359104000,"2061348",28311.1362079571,1207,"124620",243.397297745557,0.248141964107964,0.340640143687353,0.396517602288742,0.463617609828853,0.604316351710528
2007,"No","72","Accommodation and food services",NA,981901860.7303,613795732000,0.0015997208998682,"Total",170826847000,"11600751",14725.4989784713,3887,"634361",322.449475101525,0.259113665879727,0.354676070995013,0.418307568761605,0.500991865106226,0.669819783019796
2007,"No","81","Other services (except public administration)",NA,2983648345.2651,405284048000,0.00736186968124909,"All establishments",99123269000,"3479011",28491.7952257121,6808,"540148",463.52988450926,0.39728331477985,0.512346234345315,0.579207419532107,0.651974820715876,0.767474326029199
2007,"No","81","Other services (except public administration)",NA,8769847.7011,405284048000,2.16387685238971e-05,"All establishments",99123269000,"3479011",28491.7952257121,596,"540148",109.291497599368,0.151054179479799,0.206949752139592,0.247255849489685,0.317006497162403,0.48423679344217
2007,"No","92","Public Administration","Not tracked: Public Administration",2854374182.3002,NA,NA,NA,NA,NA,NA,949,NA,2596.88411928188,0.749083934925103,0.842947453959904,0.878739954824372,0.916903041960078,0.965445219089631
2007,"Not in stats","11","Agriculture, Forestry, Fishing and Hunting","Not tracked: Agriculture",27874143.6398,NA,NA,NA,NA,NA,NA,319,NA,837.42827360888,0.430546742772747,0.530107098019586,0.579810252322163,0.65151422715546,0.806424016234847
2007,"Not in stats",NA,NA,NA,4076848522.9874,NA,NA,NA,NA,NA,NA,843,NA,526.216014340652,0.375581122127983,0.585328501736136,0.674216751232736,0.794847482859796,0.918263768211682
2012,"No","21","Mining, quarrying, and oil and gas extraction",NA,133195406.6599,529239818000,0.000251673064138005,"Total",59461950000,"848189",70104.5993286874,435,"25417",507.487212496526,0.366208687772513,0.544843241092182,0.669783783097138,0.76838297298798,0.890405500764208
2012,"No","22","Utilities",NA,1265925385.6613,531890695000,0.002380048001519,"Total",58922951000,"651234",90478.9230906249,987,"17595",325.89576270945,0.2671210762074,0.413087022282446,0.504665548889944,0.625080050079328,0.831014546004646
2012,"No","23","Construction",NA,26644290451.8111,1366427090000,0.0194992404986724,"Total",272546238000,"5669623",48071.3158529236,12121,"598065",34.8147983146033,0.072205596255376,0.115096206650585,0.149583169554546,0.202458422795029,0.319940460266108
2012,"No","31-33","Manufacturing",NA,178457906263.322,5696729632000,0.0313263780785519,"Total",593397004000,"11214165",52914.9521163635,78795,"297191",286.864369427131,0.275125045127306,0.373791267773414,0.431552625294338,0.507811769865137,0.662471313022417
2012,"No","42","Wholesale trade",NA,11580233261.8712,7899978591000,0.0014658562840998,"Wholesale Trade",362121460000,"5881913",61565.2526652468,7953,"419464",709.983330126956,0.431748996045691,0.593291681480213,0.666317995731674,0.747444207092854,0.875213864612806
2012,"No","44-45","Retail trade",NA,1306138785.2911,4219821871000,0.000309524625735345,"Total",369001350000,"14703529",25096.1078799518,2572,"1062083",1545.94246693056,0.515541247831284,0.579237216687476,0.629205558375516,0.696584945947548,0.82170677723185
2012,"No","48-49","Transportation and warehousing(104)",NA,15807710014.891,730541303000,0.0216383522053797,"Total",183840920000,"4305464",42699.4442410853,2638,"213809",320.574336912772,0.284728751399495,0.414694214202164,0.510673640104836,0.646482560498089,0.830067842345678
2012,"No","48-49","Transportation and warehousing(104)",NA,53151099.1974,730541303000,7.27557757229231e-05,"Total",183840920000,"4305464",42699.4442410853,73,"213809",2921.18537657672,0.761726892696576,0.859804761552033,0.892444057808341,0.929891479916957,0.993640035084681
2012,"No","51","Information",NA,7285403094.3513,1238463251000,0.00588261548210549,"Total",269069624000,"3321226",81015.1504293896,4446,"138341",228.340534795948,0.235965246651653,0.352867447702933,0.432198156670599,0.545720158383863,0.758817992183897
2012,"No","52","Finance and insurance",NA,10617413104.0042,3636114357000,0.0029199887741606,"Total",523553280000,"6040880",86668.3794414059,87,"468183",2698.62841308435,0.936470730501367,0.995389773776212,0.998328350095273,0.999684928405769,0.99999360737308
2012,"No","52","Finance and insurance",NA,2004648.1531,3636114357000,5.51316035822907e-07,"Total",523553280000,"6040880",86668.3794414059,5,"468183",5971.76558273019,1,1,1,1,1
2012,"No","53","Real estate and rental and leasing",NA,441725685.7442,487655249000,0.000905815505216063,"Total",85325956000,"1923770",44353.512114234,2010,"354106",300.744842721935,0.278518433669131,0.375978808222419,0.438235156222633,0.507061667433951,0.653941078770815
2012,"No","54","Professional, scientific, and technical services",NA,87708575439.0857,1480277061000,0.0592514588990754,"All establishments",581406127000,"8203735",70870.905386388,19359,"856463",74.4603969859029,0.1003820523534,0.180583024351881,0.246269680364126,0.329244119676576,0.48942644518305
2012,"No","55","Management of companies and enterprises",NA,14404.8496,115513632000,1.24702594408944e-07,"Total",308764261000,"3082292",100173.591924451,1,"53765",10000,1,1,1,1,1
2012,"No","56","Administrative and support and waste management and remediation services",NA,19508211599.7066,673036536000,0.0289853678904983,"Total",329013077000,"9774262",33661.1681782215,9356,"386387",263.09103603514,0.273585611900227,0.357425388457902,0.4073698218864,0.468640474587544,0.604402466867808
2012,"No","61","Educational services",NA,1895934287.2343,53360305000,0.0355307992942375,"All establishments",17283363000,"642334",26907.127755965,2356,"67960",321.987478618346,0.282409398397854,0.400872483848904,0.468844566446383,0.561835119078863,0.712365993707179
2012,"No","61","Educational services",NA,247123463.2848,53360305000,0.0046312228403642,"All establishments",17283363000,"642334",26907.127755965,448,"67960",187.421236960947,0.184864646081304,0.287154341027157,0.367430977358846,0.488953969269557,0.723673188461896
2012,"No","62","Health care and social assistance",NA,3481955277.7347,2040441203000,0.00170647175356746,"All establishments",801239522000,"18414757",43510.7301171555,2732,"831303",402.841223317393,0.351012039288546,0.497476186528306,0.545605595896818,0.600946484754424,0.720024246201612
2012,"No","71","Arts, entertainment, and recreation",NA,33451562.0373,201193299000,0.00016626578620444,"All establishments",64051613000,"2081668",30769.3700436381,1018,"124591",163.835379220437,0.205779007348807,0.301671173543279,0.356099825936362,0.432829292231513,0.597861407914282
2012,"No","72","Accommodation and food services",NA,1207673510.4093,708138598000,0.00170541969300945,"Total",196103341000,"12007689",16331.4806870831,3586,"662489",920.797846953027,0.439399508070599,0.543483866268547,0.607986931071212,0.682708141593859,0.80170762611032
2012,"No","81","Other services (except public administration)",NA,3067588480.1844,426693675000,0.00718920541811265,"All establishments",108185736000,"3430711",31534.4941617058,6200,"529691",628.195863150852,0.36481210661146,0.505039045758227,0.571427664410213,0.652346967743459,0.764544173313591
2012,"No","81","Other services (except public administration)",NA,11468365.9494,426693675000,2.68772813409995e-05,"All establishments",108185736000,"3430711",31534.4941617058,583,"529691",136.564202694443,0.194003391891885,0.23787591455396,0.27510898939415,0.336886367171463,0.499042835503079
2012,"No","92","Public Administration","Not tracked: Public Administration",1364780928.9063,NA,NA,NA,NA,NA,NA,777,NA,2022.01840677467,0.717410980003561,0.824438763099503,0.87221841111497,0.917772676207589,0.968576084547338
2012,"Not in stats","11","Agriculture, Forestry, Fishing and Hunting","Not tracked: Agriculture",16366382.4968,NA,NA,NA,NA,NA,NA,267,NA,217.68035501727,0.186908072997996,0.338661410057443,0.444427417689454,0.572381608962996,0.792096317093609
2012,"Not in stats",NA,NA,NA,604773660.5744,NA,NA,NA,NA,NA,NA,527,NA,2659.92559886518,0.771866484503214,0.857937315849272,0.90228763150645,0.953425615490599,0.996799310668106
